Text,Verdict
"And the rest of my minute, I want to make a very brief comment here in terms of Saddam Hussein.",-1
They're not going to follow somebody who says this is the wrong war at the wrong place at the wrong time.,-1
"But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently.",0
"Now, in the meantime, the special prosecutor, within the last few days, after an investigation himself, said there was no reason for him to get involved because he found nothing that would justify it.",1
"Well, first of all, I think that we are safer in some ways.",-1
"I selected him because of his outstanding record as a Circuit Court of Appeals Judge, and I was very pleased that uh - an overwhelming Democratic United States Senate, after going into his background, came to the conclusion that he was uh - fit and should serve, and the vote in his behalf was overwhelming.",-1
I thought that was wrong.,-1
Recognize the legitimacy of those kids that were carrying the Statue of Liberty.,-1
I hope we can talk more about that.,-1
It's one way to help reduce abortions.,-1
He's called them phony and fuzzy.,-1
Their budget cut enforcement for the Environmental Protection Agency by a third.,1
"I applaud the no-fly zone, and I know that he's going back to the United Nations to try to get authority to enforce it.",-1
Tipper and I have been married for 30 years.,0
"And, look, this hasn't been an easy decision for me to meet.",-1
Ten days before I took the oath of office as president they were 21 and a half percent.,1
The only way to become less dependent on foreign sources of crude oil is to explore at home.,-1
"No, the way to win this is to be steadfast and resolved and to follow through on the plan that I've just outlined.",-1
"One way, for instance, would be to have a single number.",-1
"To me, that's the best way to secure America.",-1
And with our economy in such terrible disarray and getting worse by the month.,-1
"I believe that when we examine the Democratic platform, when we examine the proposals that he has discussed tonight, when we compare them with the proposals that I have made, that these proposals that he makes would not result in greater growth for this country than would be the case if we followed the programs that I have advocated.",-1
"What I want to do is to create an economy that is strong, and at the same time produce energy.",-1
"That just happened, and many more are coming.",1
Keep in mind a factory worker has nothing to do with anything except putting it together on the factory floor.,0
"And Social Security is not enough for a lot of people to live on, or at least is not enough for them to maintain anything like their previous lifestyle.",0
"We can get into a war by letting events get out of hand, as they have in the last three and a half years under the foreign policies of this Administration of Mr. Carter's, until we're faced each time with a crisis.",1
"He said, ""The buck stops here.''",0
"Now, as to why I should be and he shouldn't be, when he was a candidate in 1976, President Carter invented a thing he called the misery index.",1
"Well, the president took Detroit bankrupt.",1
"But we've also got to continue to figure out how we have efficiency energy, because ultimately that's how we're going to reduce demand and that's what's going to keep gas prices lower.",-1
Let's be honest about it.,-1
"It's destroying our businesses, our small business and our big businesses.",-1
My plan balances the budget within 6 years.,1
And we have a very good fight.,-1
"But when a man's president of the United States, or a former president, he has an obligation not to lose his temper in public.",-1
I don't believe it is.,-1
There's too much bitterness in Washington.,-1
Either they provide health insurance to their employees or somebody has to.,-1
The opportunities for us in Latin America we have just not taken advantage of fully.,-1
"The only thing an executive order can accomplish is to ban it in federal law enforcement agencies, but I would also support a law in the Congress that would have the effect of doing the same thing.",-1
They start from a much lower base.,-1
Let's look at the position.,-1
"Well no doubt about it, our founding fathers had a great deal of wisdom.",-1
We got intimately involved in building NATO and other structures there.,0
They just skim off $15 billion.,1
I voted against it; Senator Obama voted for it.,1
"And we're still losing a lot of auto jobs, in my judgment, because we don't have a national economic strategy that will build the industrial base of this country.",-1
He jumped on it a year after it had been introduced and it never got passed.,1
We are now spending $10 billion or more every month.,1
In the first century of our nation's history our forefathers gave us the finest form of government in the history of mankind.,-1
That's where I get my name.,0
"Well, that's a great question.",-1
I decided to go there myself.,-1
And I might add that uh - my administration - and I'm very proud of it - is the first administration that has taken an antitrust action against companies in this country that have allegedly cooperated with the Arab boycott.,1
"And incidentally if Senator Kennedy disagrees, he should indicate where he believes those policies are different from those he's advocating today.",-1
We added 1.9 million new jobs over the last 13 months.,1
So more debt and less jobs.,-1
"I've even scaled back some of my favorite programs already, like the child-care program I wanted to fund and the national service program, because the president's deficit keeps growing and I've said as a pledge, ""I'm going to cut the deficit in half in four years.""",-1
"The president nominates, and then the Senate advises and consents, or not, but they go forward with the process.",-1
"And John spoke about 15 years ago, on the position that he.",-1
I feel very strongly about the people who go into battle for our country.,-1
Those are the fuzzy math figures put together by some group that works for the campaign.,-1
Because that's one of the most critical issues here: North Korea.,-1
"Well, Mr. Ford is - is uh changing uh considerably his previous philosophy.",1
I believe there needs to be instant disclosure on the Internet as to who has given to who.,-1
"Now, when you out-spend Congress you're really swinging.",-1
... but we believed that we could make the country better.,-1
I've visited so many communities.,0
And I think a woman's right to choose ought to be protected and defended.,-1
"My thanks to the League of Women Voters, to the panelists, the moderator, and to the people of Kansas City for their warm hospitality and greeting.",-1
That's the wrong way to go.,-1
The president thinks it's more important to fight for that top 1 percent than to fight for fiscal responsibility and to fight for you.,-1
"Look, if Ross were right when we get a free trade agreement with Mexico, why wouldn't they have gone down there now?",-1
Give me a chance to do that.,-1
But let's look at where I think the real mistake was made.,-1
"But I don't think we can be satisfied when we're spending $150 billion a year in interest alone on the national debt, much of it going to foreign bankers; or when 25 percent of our high school students are dropping out of school; or when we have 2-1/2 million of our fellow citizens, a third of them veterans, who are homeless and living on streets and in doorways in this country, when Mr. Bush's prescription for our economic future is another tax giveaway to the rich.",1
That was something I concurred with...,1
"Now, I know that this has been called inflationary by my opponent and by the man who isn't here tonight.",0
You put $90 billion into -- into green jobs.,1
And there are some parts of Dodd-Frank that make all the sense in the world.,-1
"So what we said was you can't just sit on this for 10, 20, 30 years, decide when you want to drill, when you want to produce, when it's most profitable for you.",-1
And the money is used to pay the benefits for seniors this year.,1
We need to deny them the safe havens.,-1
I'm not proud of it.,-1
And look at her website.,-1
But let's turn for a minute to the uhh - southern African operations that are now going on.,-1
One of the more important things we're doing in this administration is transformation.,-1
African-American incomes went up 33 percent.,1
It is terrible to bus tiny little children across town.,-1
"... and the rest of the answer, way off the mark.",-1
I see a young man who is a knowledgeable-in defense and there are three people on our ticket that are knowledgeable-in the whole-in the race-knowledgeable in defense and Dan Quayle is one of them and I am one of them.,-1
It is essential that a man who's president of this country certainly stand for every program that will mean for growth.,-1
"He has never supported any of those arms control agreements - the limited test ban, SALT I, nor the Antiballistic Missile Treaty, nor the Vladivostok Treaty negotiated with the Soviet Union by President Ford - and now he wants to throw into the wastebasket a treaty to control nuclear weapons on a balanced and equal basis between ourselves and the Soviet Union, negotiated over a seven-year period, by myself and my two Republican predecessors.",1
It's going to be one of the themes you hear tonight.,-1
Quite often Congress has passed laws in the past designed to help people with uh - the ownership of homes and with the control of crime and with adequate health care and education programs and so forth.,1
I accept his objective and his dream; we all do.,-1
We've got to advocate for their membership in NATO.,-1
"For example, as I have said, we have added some four million jobs in the last seventeen months.",1
And so I think that we're on the right track.,-1
The military's job is to win the war.,-1
I've learned to feed myself and to walk and to dress.,0
We can no longer afford to be second best.,-1
"And as far as nuclear power is concerned, again, look at the record.",-1
"I think it's uh - also appropriate to point out that through our tax policies we have stimulated uhh - added employment throughout the country, the investment tax credit, the tax incentives for expansion and modernization of our industrial capacity.",-1
It is important because the next president is going to appoint three and maybe even four justices of the Supreme Court.,-1
We're down at 1 percent.,1
A lot of them lost their lives.,0
"I promised, when we took office, that we would reduce inflation.",1
I'm talking about a national mood.,-1
"He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...",1
"But if you feel that we have to move again in the sixties, that the function of the president is to set before the people the unfinished business of our society as Franklin Roosevelt did in the thirties, the agenda for our people - what we must do as a society to meet our needs in this country and protect our security and help the cause of freedom.",-1
I favor higher salaries for teachers.,-1
I do not think the United States government should be stepping in and making those most personal of decisions.,-1
Let me just tell you...,-1
America can help that happen.,-1
We just had the election there.,0
"And if we can't love one another, we ought to get along with one another.",-1
And I think we have a lot of earning back to do.,-1
"Well, let me talk specifically about what I think we need to do.",-1
We've increased Pell Grants by a million students.,1
"If you were going to pass something in the Congress, you had to show where you are going to pay for it and how.",-1
"So, research, speeding the drugs to market, testing, blood supply are very important elements of this.",-1
I commend it to anybody.,-1
"When the Asian financial crisis raised the risk of world-wide recession that could affect our economy, And now, of course, the euro's value has been dropping, but seems to be under control.",1
And that's one of the reasons the Afghan Security Forces have so much work to do to be able to fight against that.,-1
We owe you a debt we can never repay you.,-1
"You see, I want the families to have the choice.",-1
I have participated in the discussions leading to the decisions in this Administration.,0
I think these crimes are different.,-1
"Now, let me say, some people say we can't do this but Hawaii does it.",-1
The -- the fact that he only has to pay 14 percent on his taxes when a lot of you are paying much higher.,1
The first role of the federal government is to keep the American people safe.,-1
And it's very important that we not continue to let our industrial base deteriorate.,-1
"On looking specifically at the Arkansas record -- he keeps criticizing us, criticizing me, I'm the incumbent, fine.",-1
"I believe if my opponent should win this race, which I truly don't think will happen, we will have a Second Amendment which will be a very, very small replica of what it is right now.",-1
That makes a difference in whether they can go out there and -- and earn a living for their family.,-1
"I want to first, obviously, thank Belmont University, Tom, thank you, and to all of you who are participating tonight and those of you who sent e-mail questions in.",-1
They want to be free.,0
"I will defend Roe v. Wade, and I will defend women's rights to make their own health care decisions.",-1
"Yes, I think we need more troops.",-1
"That lesson tells us two things: One, pick a President that you know will know if that tragic moment ever comes what he must know, because there'll be no time for staffing committees or advisers.",-1
"We've got to recruit 100,000 new teachers.",-1
"What I'd also like to point out the Iranians are putting the most lethal IEDs into Iraq which are killing young Americans, there are special groups in Iran coming into Iraq and are being trained in Iran.",1
"And when I go around, despite the tax cut, the thing -- the things that business as in people like the most is the fact that I'm cutting regulation.",-1
I think that holding onto the old ways and the old argument that the environment and the economy are in conflict is really outdated.,-1
We have to be able to make a difference.,-1
That's where government should not be.,-1
"Well, Mr. Cater, of course it's a criticism that uh - is being made.",-1
ISIS happened a number of years ago in a vacuum that was left because of bad judgment.,-1
"We cut taxes for middle-class families by about $3,600.",1
"But I am happy, in fact I'm thrilled to talk about the Clinton Foundation, because it is a world-renowned charity and I am so proud of the work that it does.",-1
"Over the next four years, we'll continue to insist on excellence in every classroom in America so that our children have a chance to realize the great promise of America.",-1
"My opponent, in that he's out of the mainstream, voted against that law.",0
"And for me, this is about jobs.",-1
The last point I'll make about small businesses.,-1
"It will work, and when it does work, Mr. President, I know you'll congratulate me.",-1
He has to operate in Massachusetts under a balanced budget proviso.,-1
"But we're not going to simply kill some people to say, ""Oh, look, we got even.''",-1
"There are certainly dangers there, there are certainly other trouble spots in the world which are closer to Europe than to the US.",-1
Let's take your warhead principle.,-1
"And as a result, our universities are now more diverse.",1
"And number three, we need to be a force for freedom and democracy and we need to use our unique position to support freedom, whether it's in Haiti or in China or in any other place, wherever the seeds of freedom are sprouting.",-1
"Net farm income is off 50 percent in the last 3 years, and every farmer knows it.",1
You're going to have 120 to 150 new members of Congress.,-1
"I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare.",1
"Now, it's $4.00 a gallon.",1
So I don't -- I don't think there's any doubt that Senator Obama wants to restrict trade and he wants to raise taxes.,-1
"We just did a drug bust a week earlier, and the guy we arrested had an AK-47 lying on the bed right beside him. """,1
It's critical to our future.,-1
"In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes.",1
And I don't deserve that.,-1
"It's in this way, by making wise choices, that we're stronger, we enhance the chances of arms control.",-1
There are great plans lying all over Washington nobody ever executes.,-1
"Look, Governor Romney's called for $5 trillion of tax cuts that he says he's going to pay for by closing deductions.",1
"He said in Cincinnati we would plan carefully, we would take every precaution.",0
I just described what my plan is.,0
"You, it's amazing to me, you are all for having more responsibility at the local level for everything except schools.",-1
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.",0
I believe in strict constructionists.,-1
That's why I think we shouldn't do it that quickly.,-1
He wants your kids to pay for it.,-1
Mine has been in the executive branch.,0
Would we be better off building that bridge to the future together so we can all walk across it or saying you can get across yourself?,-1
"And so I think when you look at those results, you know the plan I've laid out for the future has a very good chance of being enacted if you'll give me a chance to build that bridge to the 21st Century.",-1
The payroll taxes are your money.,0
There are 9 countries that spend more than we do on public education.,1
"And they'll gridlock right at that point because for example, we've got international competitors who simply could not unload their cars off the ships if they had to comply -- you see, if it was a 2-way street, just couldn't do it.",0
"And my point has been, as opposed to politicizing an issue like Medicare, in other words, holding it up as an issue, hoping somebody bites it and try to clobber them over the head with it for political purposes, this year, in the year 2000, it's time to get it done once and for all.",-1
And - and that's a reversal of position uh by the Burger Court with which I do agree.,1
"We still gave tax cuts to 15 million working Americans, and now I've got a plan that's been out there for two years, it could have been passed already, but instead the Republicans shut the government down to try to force their budget and their plan on me, and I couldn't take that.",1
And guess who would get shuffled through?,-1
"There's a lot of young folks saying, you know, why do I want to be involved with this mess?",-1
"Their Hippocratic Oath would have required them to provide care, and there was already a law in the books.",1
"We're going to get through a very aggressive energy policy, 31/2 million more jobs in this country.",-1
We're not able to consume what we're able to produce at a time when the Soviet Union is making great economic gains.,1
"So gun laws are important, no question about it, but so is loving children, and character education classes, and faith-based programs being a part of after-school programs.",-1
The governor mentioned it earlier.,0
But I do believe that we need to bolster our friends and allies.,-1
"... as I said, trumped-up trickle-down.",-1
I -- I just have to correct the record here.,-1
"He made it illegal, illegal for Medicare to do what the V.A.",1
"And if we throw away that ability to serve as an honest broker, then we have thrown -- we will have thrown away a strategic asset that's important not only to us but also to Israel.",-1
"I will do everything I can, if I get up there, to make dirty tricks a thing of the past.",-1
"I've met them, people like Mary Annie and Edward Davis in Nashua, New Hampshire.",0
There is a difference with what the president did in Kosovo which I supported and this.,1
We can do better in our public schools.,-1
"Now, you don't do that.",-1
We have to be the strongest economic power in the world.,-1
And there are a number of things.,-1
"And I saw the cocaine scene treated with humor, as though this was a humorous little incident.",0
Now he can't have it both ways.,-1
I appreciate the jobs in coal and oil and gas.,-1
"But if you're talking about protecting the taxpayer against his friends in the US Congress, go back to what it was like when you had a Democratic president and a Democratic Congress.",-1
"But the idea of taxing people more, putting more people out of work, you'll never get there.",-1
We need to have more second chance programs.,-1
This is how I'm going to get it done.,-1
It's a great thing for companies to expand.,-1
You call yourself the King of Debt.,-1
"Otherwise, if we find the heads of state meeting and not making progress, we will find that the cause of peace will have been hurt rather than helped.",-1
"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem.",1
"Somebody who understands that there're real Americans out there with real problems, whether soccer moms, or the single parents, the families or the seniors, or people with disabilities, whoever it may be.",-1
I'll make some news in the 3rd debate.,-1
And so we can be a partner with China.,-1
But with tax incentives for the low-income groups we could build up their uh - income levels uh - above the poverty level and not uh make welfare more uh - profitable than - than work.,-1
Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.,1
Maybe in your case maybe just two.,-1
This is one of the most important issues in this election.,-1
"And he ought to be proud of it, it's part of his record.",-1
And that means that we can't have any test of religion.,-1
"I think it's not just an economic issue, I think it's a moral issue.",-1
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.",-1
"We've done about all, we are the reform party, the Republican Party.",-1
I know what strong political leadership is.,-1
We've got a 30 percent or 40 percent unemployment rate among minority uh - young people.,1
But I know putting artificial deadlines won't work.,-1
And I've -- and we've always said that that's not appropriate.,-1
"And at the same time a willingness to move forward steadily, thoughtfully cautiously.",-1
"I don't break my promises after the election, and I don't make new promises in an election year.",-1
"Most of all, I'd like to thank all of you who have touched me in some way over this last year, all the thousands of you whom I've seen.",-1
The surge has been successful and the training program is proceeding apace.,1
We've had 12 years of trickle down economics.,1
It sort of brought home the transition to democracy that Russia was trying to make.,-1
"The center is Afghanistan, where, incidentally, there were more Americans killed last year than the year before; where the opium production is 75 percent of the world's opium production; where 40 to 60 percent of the economy of Afghanistan is based on opium; where the elections have been postponed three times.",1
The Soviet Union is making great gains.,-1
We need a lot of things.,-1
"I know they're all for education in science and training, which I strongly support.",-1
And that's exactly what I did.,1
But I will never turn over our national- security decisions to leaders of other countries.,-1
But we have horrible deals.,-1
"But I also believe that we've got to look at the energy sources of the future, like wind and solar and biofuels, and make those investments.",-1
"The average South Korean is three inches taller than the average North Korean, a huge gulag.",1
"In the election of 1860, Abraham Lincoln said the question was whether this nation could exist half-slave or half-free.",0
"Now, Governor Romney has ruled out revenue.",1
And they installed a Marxist-Leninist totalitarian government.,1
"But fully, my short range answer is fully fund that McKinney Act.",-1
I suggested that we amend our legislation so that we could enjoy closer economic ties.,0
She said a lot of things that were false.,0
"Now, referring to your question with regard to Quemoy and Matsu.",-1
But she works for me.,0
The Head Start program full funding would cost about 5 billion more.,1
"But I can't foresee all the things that will happen, and I don't think a president should be judged solely on the deficit.",-1
"It puts a hair-trigger, and it is a dangerous, destabilizing weapon.",-1
"It was lies, and it was fiction.",-1
That's why we have the great migration.,-1
"So I think the appeal is yes, we care.",-1
"But it is important for us as a policy, you know, not to say, as Donald has said, we're going to ban people based on a religion.",1
That's working with other nations.,-1
We just have a different approach.,-1
He voted 98 times to raise taxes.,1
"And, by the way, I like coal.",-1
And most of that tax cut went to the wealthiest people in the country.,1
Can I comment on that?,-1
"Not only that, but it robs this country of jobs, because instead of coming back with that million dollars and creating a shoe factory, say in New Hampshire or Vermont, if the company takes the money down to Italy and - and builds a shoe factory, they don't have to pay any taxes on the money.",-1
"I don't think they ought to have special rights, but I think they ought to have the same rights.",-1
And what you're seeing on all this Iraq-gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism.,-1
So I think he's a bit taller than I am.,-1
"Then we went in with the multinational force to help remove, and did remove, more than 13,000 of those terrorists from Lebanon.",1
"Number two, John McCain and I have a proposal, jointly, for a commission that closes corporate giveaway loopholes.",1
"I think that we should require states to test all students, test schools and school districts, and I think that we should go further and require teacher testing for new teachers also.",-1
And that's what this country should be doing.,-1
The farmer produced these surpluses because the government asked him to through legislation during the war.,1
I'm ready to sign that bill right now.,-1
"Of course, both er - Senator Kennedy and I have felt Mr. Truman's ire; and uh - consequently, I think he can speak with some feeling on this subject.",-1
This president has taken a $5.6 trillion surplus and turned it into deficits as far as the eye can see.,1
And a senator from Connecticut stood up to him named Prescott Bush.,0
He hasn't done that either.,0
They may be danger -- I voted I for everything since that time.,1
And therefore I want to rebuild the military power.,-1
"I believe that -- I believe they've moved that sign, ""The buck stops here"" from the Oval Office desk to ""The buck stops here"" on the Lincoln bedroom.",-1
"I apologize, Mr. Vice President.",-1
And so now we've got to take some decisive action.,-1
And she can say all she wants about college tuition.,-1
One of the reasons I was successful as the governor of Texas is because I didn't try to be all things to all people.,-1
"But the more immediate answer is to do what this lady was suggesting we do, and that is to get this deficit down and get on without adding to the woes, and then restructure.",-1
"Coal will last for 1,000 years in this country.",1
"You can look at all the numbers, what cuts we make and what revenue we raise.",-1
I'm just telling you our state comes together to do what is right.,-1
And we find bad teachers another line of work.,-1
That's not how you bring people together.,-1
"Candy, it's not going to --",-1
I think that that's an important part of being a parent.,-1
Our bill was far more effective.,-1
"And, like Franklin Roosevelt, I don't care whether an idea is a Republican idea or a Democrat idea.",-1
I'm going to close the loopholes that actually encourage companies to go overseas.,-1
"Justice Scalia, great judge, died recently.",0
The measurement is: Are we as safe as we ought to be?,-1
And the people who have jobs --,-1
"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",1
And thanks to the Congress we now have an agricultural credit bill which is helping and improving the situation with at least some of our farmers.,1
I never got to say that.,-1
So you can regulate if you are doing so with the life and the health of the mother taken into account.,-1
"We have to say to our friend in China, look, you guys are playing aggressively.",-1
My opponent looked at the same intelligence I looked at and declared in 2002 that Saddam Hussein was a grave threat.,1
"I think that what -- I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy.",1
"We're beginning to see some increase in incomes, and we certainly have had a long string of increasing jobs.",1
"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.",-1
We found the people who could least afford it - people on retired incomes uh - people on fixed incomes - we found them unable to meet their bills at the end of the month.,1
I think it's a triumph.,-1
"So if you want to see in real-time what the facts are, please go and take a look.",-1
They've only approved about 10% of the agenda I've helped to send up there.,1
All history tells us that that's a mistake.,-1
"If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised.",-1
And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.,-1
"The president moved the troops, so he's got 10 times the number of troops in Iraq than he has in Afghanistan, where Osama bin Laden is.",1
"But the efficiency of it, the simplicity of it, the uh ability of people to understand their own government and control it was a - was a uh - substantial benefit derived from complete reorganization.",-1
I think the press can play a huge roll in making sure that the backgrounds are clearly presented in an objective way.,-1
"And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation.",1
Let me talk about tax relief.,-1
"Let me go back to the main point, Sandy.",-1
"What bothers me is this growing tendency to try to use one's own personal interpretation of faith politically, to question others' faith, and to try to use the instrumentalities of government to impose those views on others.",-1
I don't like to see the country's principles violated.,-1
Our policemen and women are disrespected.,-1
But generally I believe that a president has to be willing to do what he thinks is right.,-1
It would borrow up to $3 trillion.,1
The president inherited growth of over 5 percent.,1
Those schools belong to you.,-1
His political opposition is being put in jail.,1
"I have proposed a league of democracies, a group of people - a group of countries that share common interests, common values, common ideals, they also control a lot of the world's economic power.",-1
"The people that work in Washington, D.C. for the U.S. Congress or the United States senate.",-1
"These are folks who've worked hard, like my grandmother, and there are millions of people out there who are counting on this.",-1
"A $25 billion giveaway to the biggest corporations in America, including a $254 million refund check to Enron.",1
"That legislation uh allegedly would help our unemployment, but uh - we all know that it would've controlled our economy, it would've added uh - ten to thirty billion dollars each year in additional expenditures by the Federal Government.",1
I do believe it's wrong to use a litmus test.,-1
"Now 60 percent go to the Arab countries, and this does not include Iran.",1
"And from the beginning, I did vote to give the authority, because I thought Saddam Hussein was a threat, and I did accept that intelligence.",1
I'm sure there are hundreds of others.,-1
Try and get a mortgage these days.,-1
We say we will defend it if it's part of a general attack on Formosa.,-1
"But I think uh - uh - a balanced approach, with everybody being part of it and a striving for unselfishness, could help as it did in 1973 to let people sacrifice for their own country.",-1
The bad news is we lost.,-1
One of the best in advancing all kinds of benefits for children to grow up healthy and strong.,1
Your question was on fairness.,-1
"One of the areas, and of course the most vulnerable area is - I have felt, has been Eastern Europe.",-1
Russia is new in terms of nuclear.,-1
But I have lived the American dream.,-1
"The best way to defeat them is to never waver, to be strong, to use every asset at our disposal, is to constantly stay on the offensive and, at the same time, spread liberty.",-1
And I make it plain again: I am for women's rights.,-1
"But I notice, anytime anything wrong happens, they like to say the Russians are -- she doesn't know if it's the Russians doing the hacking.",1
"It will actually raise taxes on nine million people and, in addition to that, it will force bigger cuts in Medicare, Medicaid, education and the environment than the ones that he and Mr. Gingrich passed that I vetoed last year.",1
My view is that you can do these programs - and they should be carefully drawn - within a balanced budget if our economy is moving ahead.,-1
You look at what China is doing to our country in terms of making our product.,-1
And we will come home as we have when we have won other wars and not in defeat.,-1
"And all I can tell you is every day I know that there's people working overtime, doing the very best they can.",-1
"And that is, I want to give middle-class families and folks who are striving to get into the middle-class some relief.",-1
"So, she's allowed to do that, but I'm not allowed to respond?",-1
Now that's not a flip-flop.,-1
That was the slot that the Obamacare approach was to take.,1
We have it on tape.,0
"The problem is that because the voucher wouldn't necessarily keep up with health care inflation, it was estimated that this would cost the average senior about $6,000 a year.",1
we'd be in a stronger place today.,-1
And -- and -- we should not have wasted these four years to the extent they -- they continue to be able to spin these centrifuges and get that much closer.,-1
And we -- we are spending billions of dollars on missile defense.,1
"And so the question here tonight is not where we've been, but where we're going.",-1
"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",1
And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed.,-1
But we also have to take demand seriously.,-1
He better not be or there's going to be a consequence should I be the president.,-1
But what did we learn with DNC?,-1
"For 40 years, everyone running for president has released their tax returns.",1
I think after three debates the good people of this country understand there is a difference of opinion.,-1
And that's the difference between the president and me.,-1
"My point I have made already, Mr. President, with regard to negotiating: it does not call for nuclear superiority on the part of the United States.",1
That's having a government from the people.,-1
"I was going to applaud, too.",-1
This -- the administration -- the administration indicated this was a reaction to a video and was a spontaneous reaction.,0
"Well, I would repeal and replace it.",-1
If we make the use of a gun in the commission.,-1
"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union.",1
"But I disagree with them, as do many.",-1
We used to have 18.,1
"Since I did this -- this was a year ago -- all of a sudden, they're paying.",0
"For one thing, let me just follow up here.",-1
"I regret the things in my own long campaign that have been mistaken, but I'm trying to do away with those the last ten days.",-1
"But the president and his friends took it out in the House, and now you don't have that right.",1
"It's crooked -- she's -- she's guilty of a very, very serious crime.",1
What I've done is set priorities and funded them.,0
And I think the figures that he has given are simply not going to stand up.,-1
"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""",0
"I know this to be a fact because I had one tell me last week, Senator don't cut my Medicare.",0
Governor Rockefeller has been far more critical in June of our position in the world than I have been.,-1
We have made remarkable success.,-1
We need to have as well a strong military.,-1
Tom -- or John mentioned me being wildly liberal.,0
"But he's promised seniors that their Social Security benefits will not be cut, and he's promised the same trillion dollars to them.",1
I've said that eight years ago they campaigned on prescription drugs for seniors.,0
But we came through all of those things and we achieved even new heights and new greatness.,-1
And I want to honor that among his other achievements here.,-1
"The American people see this debt, and they know it's got to come down.",-1
"Massachusetts, our schools are ranked number one of all 50 states.",1
"And not only expensive for the person that has it, unbelievably expensive for our country.",-1
And I was surprised at the extent of it.,0
And may God bless the US of America.,-1
Sidney Blumenthal works for the campaign and close -- very close friend of Secretary Clinton.,0
So I think that the idea of humility is an important one.,-1
"While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system.",1
We also have seen Mr. Ford exclude himself from access to the public.,0
I can't let the man continue with fuzzy math.,-1
"And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse.",-1
It works particularly when we pay our troops well.,-1
"In other words, you say to a youngster, it will be in your financial interest to start saving for future illness, but for the working folks that do want to have health care that can't afford it, a couple of things we need to do.",-1
"Every single country in Latin America, Central America and the Caribbean is a democracy tonight but Cuba.",1
I have fought against that as a senator.,1
"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.",1
There's other matters that I think are sensible that are the kind of reforms that would make a difference that are not in any way conflicting with the Second Amendment.,-1
How can we extend freedom - extend it without war?,-1
"Now, what can I bring to that challenge?",-1
"But no one knows whether Armageddon, those prophecies mean that Armageddon is a thousand years away or day after tomorrow.",-1
"You are familiar, of course, with the fact that I am the first president in thirty years who has reorganized the intelligence agencies in the federal government: the CIA, the Defense Intelligence Agency, the National Security Agency and the others.",1
I would rather not critique the 2 candidates.,-1
Most people want to see their own doctor.,-1
It doesn't work that way.,-1
"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",1
"I grew up in the segregated South, thankfully raised by a grandfather with almost no formal education but with a heart of gold who taught me early that all people were equal in the eyes of God.",0
"I can remember the fires that swept Parker County, Texas.",0
We have enough problems in this country.,-1
I would very much like to get our troops out of there.,-1
"It's a very sacred contract, and I believe in it.",-1
It doesn't mean that you invite them over for tea one day.,-1
We are in a very difficult time.,-1
Or world where people have enough to eat and a world where we care about those who don't?,-1
"During the years between World War I and World War II, a great lesson was learned by our military leaders and the people of the United States.",-1
Trying to figure out who the questioner was.,-1
"for a specific cause or a specific objective, come with such red tape, such priorities established by a bureaucracy in Washington, that the local government's hands are tied with regard to using that money as they feel could best be used, and for what they think might be the top priority.",-1
... so that we will be able to take care of people without the necessary funds to take care of themselves.,-1
You're stuck in a time warp in many ways.,-1
"And Saddam Hussein was a threat, and that we must spread liberty because in the long run, the way to defeat hatred and tyranny and oppression is to spread freedom.",-1
"We've been there a long time, and we've got to make sure that we and our coalition partners are pulling out responsibly and giving Afghans the capabilities that they need.",-1
