Sentence_id,Text,Verdict,Cleaned
11860,That's what we have here.,-1,
11861,And what we need now is a president who understands how to bring these other countries together to recognize their stakes in this.,-1,need presid understand bring countri togeth recogn stake
11862,They do have stakes in it.,-1,stake
11863,They've always had stakes in it.,-1,alway stake
11864,The Arab countries have a stake in not having a civil war.,-1,arab countri stake civil war
11865,The European countries have a stake in not having total disorder on their doorstep.,-1,european countri stake total disord doorstep
11866,But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,1,presid even held kind statesman like summit pull peopl togeth get invest state
11867,"In fact, he's done the opposite.",1,fact done opposit
11868,"When the Secretary General Kofi Annan offered the United Nations, he said, ""No, no, we'll go do this alone.""",0,secretari gener kofi annan offer unit nation said go alon
11869,"To save for Halliburton the spoils of the war, they actually issued a memorandum from the Defense Department saying, ""If you weren't with us in the war, don't bother applying for any construction.""",1,save halliburton spoil war actual issu memorandum defens depart say us war bother appli construct
11870,That's not a way to invite people.,-1,way invit peopl
11871,"Of course, the U.N. was invited in.",1,cours n invit
11872,And we support the U.N. efforts there.,0,support n effort
11873,They pulled out after Sergio de Mello got killed.,1,pull sergio de mello got kill
11874,But they're now back in helping with elections.,0,back help elect
11875,My opponent says we didn't have any allies in this war.,1,oppon say alli war
11876,What's he say to Tony Blair?,-1,say toni blair
11877,What's he say to Alexander Kwasniewski of Poland?,-1,say alexand kwasniewski poland
11878,You can't expect to build an alliance when you denigrate the contributions of those who are serving side by side with American troops in Iraq.,-1,expect build allianc denigr contribut serv side side american troop iraq
11879,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve.",1,plu say cornerston plan succeed iraq call upon nation serv
11880,"So what's the message going to be: ""Please join us in Iraq.",-1,messag go pleas join us iraq
11881,"Join us for a war that is the wrong war at the wrong place at the wrong time?""",-1,join us war wrong war wrong place wrong time
11882,I know how these people think.,-1,know peopl think
11883,I deal with them all the time.,0,deal time
11884,I sit down with the world leaders frequently and talk to them on the phone frequently.,0,sit world leader frequent talk phone frequent
11885,"They're not going to follow somebody who says, ""This is the wrong war at the wrong place at the wrong time.""",-1,go follow somebodi say wrong war wrong place wrong time
11886,They're not going to follow somebody who says this is the wrong war at the wrong place at the wrong time.,-1,go follow somebodi say wrong war wrong place wrong time
11887,They're not going to follow somebody whose core convictions keep changing because of politics in America.,-1,go follow somebodi whose core convict keep chang polit america
11888,"And finally, he says we ought to have a summit.",-1,final say ought summit
11889,"Well, there are summits being held.",0,well summit held
11890,Japan is going to have a summit for the donors; $14 billion pledged.,1,japan go summit donor 14 billion pledg
11891,"And Prime Minister Koizumi is going to call countries to account, to get them to contribute.",-1,prime minist koizumi go call countri account get contribut
11892,"And there's going to be an Arab summit, of the neighborhood countries.",0,go arab summit neighborhood countri
11893,And Colin Powell helped set up that summit.,0,colin powel help set summit
11894,"The United Nations, Kofi Annan offered help after Baghdad fell.",0,unit nation kofi annan offer help baghdad fell
11895,And we never picked him up on that and did what was necessary to transfer authority and to transfer reconstruction.,0,never pick necessari transfer author transfer reconstruct
11896,"Secondly, when we went in, there were three countries: Great Britain, Australia and the United States.",1,secondli went three countri great britain australia unit state
11897,That's not a grand coalition.,-1,grand coalit
11898,"Well, actually, he forgot Poland.",0,well actual forgot poland
11899,"And now there's 30 nations involved, standing side by side with our American troops.",1,30 nation involv stand side side american troop
11900,And I honor their sacrifices.,-1,honor sacrific
11901,And I don't appreciate it when a candidate for president denigrates the contributions of these brave soldiers.,-1,appreci candid presid denigr contribut brave soldier
11902,You cannot lead the world if you do not honor the contributions of those who are with us.,-1,lead world honor contribut us
11903,He called them coerced and the bribed.,0,call coerc bribe
11904,That's not how you bring people together.,-1,bring peopl togeth
11905,"It will remain strong, so long as I'm the president.",-1,remain strong long presid
11906,"No, what I said was that, because we achieved such a rapid victory, more of the Saddam loyalists were around.",1,said achiev rapid victori saddam loyalist around
11907,"I mean, we thought we'd whip more of them going in.",-1,mean thought would whip go
11908,"But because Tommy Franks did such a great job in planning the operations, we moved rapidly, and a lot of the Baathists and Saddam loyalists laid down their arms and disappeared.",1,tommi frank great job plan oper move rapidli lot baathist saddam loyalist laid arm disappear
11909,"I thought they would stay and fight, but they didn't.",-1,thought would stay fight
11910,And now we're fighting them now.,1,fight
11911,I see on the TV screens how hard it is.,-1,see tv screen hard
11912,"See, I think you can be realistic and optimistic at the same time.",-1,see think realist optimist time
11913,I'm optimistic we'll achieve -- I know we won't achieve if we send mixed signals.,-1,optimist achiev know achiev send mix signal
11914,"I know we're not going to achieve our objective if we send mixed signals to our troops, our friends, the Iraqi citizens.",-1,know go achiev object send mix signal troop friend iraqi citizen
11915,We've got a plan in place.,0,got plan place
11916,"The plan says there will be elections in January, and there will be.",0,plan say elect januari
11917,"The plan says we'll train Iraqi soldiers so they can do the hard work, and we are.",1,plan say train iraqi soldier hard work
11918,"And it's not only just America, but NATO is now helping, Jordan's helping train police, UAE is helping train police.",0,america nato help jordan help train polic uae help train polic
11919,We've allocated $7 billion over the next months for reconstruction efforts.,1,alloc 7 billion next month reconstruct effort
11920,And we're making progress there.,1,make progress
11921,And our alliance is strong.,-1,allianc strong
11922,"And as I just told you, there's going to be a summit of the Arab nations.",0,told go summit arab nation
11923,Japan will be hosting a summit.,0,japan host summit
11924,It is hard work to go from a tyranny to a democracy.,-1,hard work go tyranni democraci
11925,"It's hard work to go from a place where people get their hands cut off, or executed, to a place where people are free.",-1,hard work go place peopl get hand cut execut place peopl free
11926,And a free Iraq is going to make this world a more peaceful place.,-1,free iraq go make world peac place
11927,What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake.,-1,think troubl lot peopl countri presid sort describ one kind mistak
11928,"But what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with Al Qaida, he would still have done everything the same way.",1,said even know weapon mass destruct even know immin threat even know connect al qaida would still done everyth way
11929,So what I'm trying to do is just talk the truth to the American people and to the world.,-1,tri talk truth american peopl world
11930,The truth is what good policy is based on.,-1,truth good polici base
11931,The president says that I'm denigrating these troops.,1,presid say denigr troop
11932,"But you can't tell me that when the most troops any other country has on the ground is Great Britain, with 8,300, and below that the four others are below 4,000, and below that, there isn't anybody out of the hundreds, that we have a genuine coalition to get this job done.",1,tell troop countri ground great britain 8 300 four other 4 000 anybodi hundr genuin coalit get job done
11933,"You can't tell me that on the day that we went into that war and it started -- it was principally the United States, the America and Great Britain and one or two others.",-1,tell day went war start princip unit state america great britain one two other
11934,"And today, we are 90 percent of the casualties and 90 percent of the costs.",1,today 90 percent casualti 90 percent cost
11935,"And meanwhile, North Korea has got nuclear weapons.",1,meanwhil north korea got nuclear weapon
11936,"The president is the one that said, ""We can't allow countries to get nuclear weapons.""",1,presid one said allow countri get nuclear weapon
11937,"Well, I've never, ever used the harshest word, as you did just then.",0,well never ever use harshest word
11938,And I try not to.,-1,tri
11939,I've been -- but I'll nevertheless tell you that I think he has not been candid with the American people.,-1,nevertheless tell think candid american peopl
11940,And I'll tell you exactly how.,-1,tell exactli
11941,"First of all, we all know that in his state of the union message, he told Congress about nuclear materials that didn't exist.",1,first know state union messag told congress nuclear materi exist
11942,We know that he promised America that he was going to build this coalition.,1,know promis america go build coalit
11943,I just described the coalition.,0,describ coalit
11944,It is not the kind of coalition we were described when we were talking about voting for this.,-1,kind coalit describ talk vote
11945,The president said he would exhaust the remedies of the United Nations and go through that full process.,0,presid said would exhaust remedi unit nation go full process
11946,"He cut if off, sort of arbitrarily.",1,cut sort arbitrarili
11947,And we know that there were further diplomatic efforts under way.,-1,know diplomat effort way
11948,They just decided the time for diplomacy is over and rushed to war without planning for what happens afterwards.,-1,decid time diplomaci rush war without plan happen afterward
11949,"Now, he misled the American people in his speech when he said we will plan carefully.",1,misl american peopl speech said plan care
11950,He misled the American people when he said we'd go to war as a last resort.,-1,misl american peopl said would go war last resort
11951,We did not go as a last resort.,-1,go last resort
11952,And most Americans know the difference.,0,american know differ
11953,"Now, this has cost us deeply in the world.",-1,cost us deepli world
11954,I believe that it is important to tell the truth to the American people.,-1,believ import tell truth american peopl
11955,"I've worked with those leaders the president talks about, I've worked with them for 20 years, for longer than this president.",1,work leader presid talk work 20 year longer presid
11956,"And I know what many of them say today, and I know how to bring them back to the table.",-1,know mani say today know bring back tabl
11957,"And I believe that a fresh start, new credibility, a president who can understand what we have to do to reach out to the Muslim world to make it clear that this is not, you know -- Osama bin Laden uses the invasion of Iraq in order to go out to people and say that America has declared war on Islam.",-1,believ fresh start new credibl presid understand reach muslim world make clear know osama bin laden use invas iraq order go peopl say america declar war islam
11958,We need to be smarter about now we wage a war on terror.,-1,need smarter wage war terror
11959,We need to deny them the recruits.,-1,need deni recruit
11960,We need to deny them the safe havens.,-1,need deni safe haven
11961,We need to rebuild our alliances.,-1,need rebuild allianc
11962,"I believe that Ronald Reagan, John Kennedy, and the others did that more effectively, and I'm going to try to follow in their footsteps.",-1,believ ronald reagan john kennedi other effect go tri follow footstep
11963,My opponent just said something amazing.,-1,oppon said someth amaz
11964,He said Osama bin Laden uses the invasion of Iraq as an excuse to spread hatred for America.,1,said osama bin laden use invas iraq excus spread hatr america
11965,Osama bin Laden isn't going to determine how we defend ourselves.,-1,osama bin laden go determin defend
11966,Osama bin Laden doesn't get to decide.,-1,osama bin laden get decid
11967,I decided the right action was in Iraq.,-1,decid right action iraq
11968,My opponent calls it a mistake.,0,oppon call mistak
11969,He said I misled on Iraq.,0,said misl iraq
11970,I don't think he was misleading when he called Iraq a grave threat in the fall of 2002.,0,think mislead call iraq grave threat fall 2002
11971,I don't think he was misleading when he said that it was right to disarm Iraq in the spring of 2003.,-1,think mislead said right disarm iraq spring 2003
11972,"I don't think he misled you when he said that, you know, anyone who doubted whether the world was better off without Saddam Hussein in power didn't have the judgment to be president.",-1,think misl said know anyon doubt whether world better without saddam hussein power judgment presid
11973,I don't think he was misleading.,-1,think mislead
11974,I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war.,-1,think mislead say lead succeed iraq keep chang posit war
11975,"As the politics change, his positions change.",-1,polit chang posit chang
11976,And that's not how a commander in chief acts.,-1,command chief act
11977,"The intelligence I looked at was the same intelligence my opponent looked at, the very same intelligence.",-1,intellig look intellig oppon look intellig
11978,"And when I stood up there and spoke to the Congress, I was speaking off the same intelligence he looked at to make his decisions to support the authorization of force.",0,stood spoke congress speak intellig look make decis support author forc
11979,I wasn't misleading when I said he was a threat.,-1,mislead said threat
11980,Nor was I misleading on the day that the president decided to go to war when I said that he had made a mistake in not building strong alliances and that I would have preferred that he did more diplomacy.,1,mislead day presid decid go war said made mistak build strong allianc would prefer diplomaci
11981,"I've had one position, one consistent position, that Saddam Hussein was a threat.",0,one posit one consist posit saddam hussein threat
11982,There was a right way to disarm him and a wrong way.,-1,right way disarm wrong way
11983,And the president chose the wrong way.,-1,presid chose wrong way
11984,The only thing consistent about my opponent's position is that he's been inconsistent.,-1,thing consist oppon posit inconsist
11985,And you cannot change positions in this war on terror if you expect to win.,-1,chang posit war terror expect win
11986,And I expect to win.,-1,expect win
11987,We're being challenged like never before.,-1,challeng like never
11988,"And we have a duty to our country and to future generations of America to achieve a free Iraq, a free Afghanistan, and to rid the world of weapons of mass destruction.",-1,duti countri futur gener america achiev free iraq free afghanistan rid world weapon mass destruct
11989,"You know, every life is precious.",-1,know everi life preciou
11990,"You know, my hardest -- the hardest part of the job is to know that I committed the troops in harm's way and then do the best I can to provide comfort for the loved ones who lost a son or a daughter or a husband or wife.",0,know hardest hardest part job know commit troop harm way best provid comfort love one lost son daughter husband wife
11991,"You know, I think about Missy Johnson.",-1,know think missi johnson
11992,"She's a fantastic lady I met in Charlotte, North Carolina.",0,fantast ladi met charlott north carolina
11993,"She and her son Bryan, they came to see me.",0,son bryan came see
11994,Her husband PJ got killed.,0,husband pj got kill
11995,"He'd been in Afghanistan, went to Iraq.",0,would afghanistan went iraq
11996,"You know, it's hard work to try to love her as best as I can, knowing full well that the decision I made caused her loved one to be in harm's way.",-1,know hard work tri love best know full well decis made caus love one harm way
11997,I told her after we prayed and teared up and laughed some that I thought her husband's sacrifice was noble and worthy.,0,told pray tear laugh thought husband sacrific nobl worthi
11998,Because I understand the stakes of this war on terror.,-1,understand stake war terror
11999,I understand that we must find Al Qaida wherever they hide.,-1,understand must find al qaida wherev hide
12000,We must deal with threats before they fully materialize.,-1,must deal threat fulli materi
12001,"And Saddam Hussein was a threat, and that we must spread liberty because in the long run, the way to defeat hatred and tyranny and oppression is to spread freedom.",-1,saddam hussein threat must spread liberti long run way defeat hatr tyranni oppress spread freedom
12002,That's what she told me her husband understood.,0,told husband understood
12003,That's what distinguishes us from the enemy.,-1,distinguish us enemi
12004,"But I think it's worth it, Jim.",-1,think worth jim
12005,"I think it's worth it, because I think -- I know in the long term a free Iraq, a free Afghanistan, will set such a powerful example in a part of the world that's desperate for freedom.",-1,think worth think know long term free iraq free afghanistan set power exampl part world desper freedom
12006,It will help change the world; that we can look back and say we did our duty.,-1,help chang world look back say duti
12007,"I understand what the president is talking about, because I know what it means to lose people in combat.",-1,understand presid talk know mean lose peopl combat
12008,"And the question, is it worth the cost, reminds me of my own thinking when I came back from fighting in that war.",-1,question worth cost remind think came back fight war
12009,"And it reminds me that it is vital for us not to confuse the war, ever, with the warriors.",-1,remind vital us confus war ever warrior
12010,"And that's one of the reasons why I believe I can get this job done, because I am determined for those soldiers and for those families, for those kids who put their lives on the line.",-1,one reason believ get job done determin soldier famili kid put live line
12011,That's the most noble thing that anybody can do.,-1,nobl thing anybodi
12012,And I want to make sure the outcome honors that nobility.,-1,want make sure outcom honor nobil
12013,"Now, we have a choice here.",-1,choic
12014,"I've laid out a plan by which I think we can be successful in Iraq: with a summit, by doing better training, faster, by cutting -- by doing what we need to do with respect to the U.N. and the elections.",0,laid plan think success iraq summit better train faster cut need respect n elect
12015,There's only 25 percent of the people in there.,1,25 percent peopl
12016,They can't have an election right now.,-1,elect right
12017,The president's not getting the job done.,-1,presid get job done
12018,"So the choice for America is, you can have a plan that I've laid out in four points, each of which I can tell you more about or you can go to johnkerry.com and see more of it; or you have the president's plan, which is four words: more of the same.",-1,choic america plan laid four point tell go johnkerri com see presid plan four word
12019,I think my plan is better.,-1,think plan better
12020,And my plan has a better chance of standing up and fighting for those troops.,-1,plan better chanc stand fight troop
12021,"I will never let those troops down, and will hunt and kill the terrorists wherever they are.",-1,never let troop hunt kill terrorist wherev
12022,"Yes, I understand what it means to the commander in chief.",-1,ye understand mean command chief
12023,"And if I were to ever say, ""This is the wrong war at the wrong time at the wrong place,"" the troops would wonder, how can I follow this guy?",-1,ever say wrong war wrong time wrong place troop would wonder follow guy
12024,"You cannot lead the war on terror if you keep changing positions on the war on terror and say things like, ""Well, this is just a grand diversion.""",-1,lead war terror keep chang posit war terror say thing like well grand divers
12025,It's not a grand diversion.,-1,grand divers
12026,This is an essential that we get it right.,-1,essenti get right
12027,"And so, the plan he talks about simply won't work.",-1,plan talk simpli work
12028,"Secretary of State Colin Powell told this president the Pottery Barn rule: If you break it, you fix it.",0,secretari state colin powel told presid potteri barn rule break fix
12029,"Now, if you break it, you made a mistake.",-1,break made mistak
12030,It's the wrong thing to do.,-1,wrong thing
12031,And then you've got to fix it and do something with it.,-1,got fix someth
12032,Now that's what we have to do.,-1,
12033,Soldiers know over there that this isn't being done right yet.,-1,soldier know done right yet
12034,"I'm going to get it right for those soldiers, because it's important to Israel, it's important to America, it's important to the world, it's important to the fight on terror.",-1,go get right soldier import israel import america import world import fight terror
12035,But I have a plan to do it.,-1,plan
12036,"The time line that I've set out -- and again, I want to correct the president, because he's misled again this evening on what I've said.",-1,time line set want correct presid misl even said
12037,I didn't say I would bring troops out in six months.,1,say would bring troop six month
12038,"I said, if we do the things that I've set out and we are successful, we could begin to draw the troops down in six months.",-1,said thing set success could begin draw troop six month
12039,And I think a critical component of success in Iraq is being able to convince the Iraqis and the Arab world that the United States doesn't have long-term designs on it.,-1,think critic compon success iraq abl convinc iraqi arab world unit state long term design
12040,"As I understand it, we're building some 14 military bases there now, and some people say they've got a rather permanent concept to them.",1,understand build 14 militari base peopl say got rather perman concept
12041,"When you guard the oil ministry, but you don't guard the nuclear facilities, the message to a lot of people is maybe, ""Wow, maybe they're interested in our oil.""",-1,guard oil ministri guard nuclear facil messag lot peopl mayb wow mayb interest oil
12042,"Now, the problem is that they didn't think these things through properly.",0,problem think thing properli
12043,And these are the things you have to think through.,-1,thing think
12044,What I want to do is change the dynamics on the ground.,-1,want chang dynam ground
12045,"And you have to do that by beginning to not back off of the Fallujahs and other places, and send the wrong message to the terrorists.",-1,begin back fallujah place send wrong messag terrorist
12046,You have to close the borders.,-1,close border
12047,You've got to show you're serious in that regard.,-1,got show seriou regard
12048,But you've also got to show that you are prepared to bring the rest of the world in and share the stakes.,-1,also got show prepar bring rest world share stake
12049,I will make a flat statement: The United States of America has no long-term designs on staying in Iraq.,-1,make flat statement unit state america long term design stay iraq
12050,And our goal in my administration would be to get all of the troops out of there with a minimal amount you need for training and logistics as we do in some other countries in the world after a war to be able to sustain the peace.,-1,goal administr would get troop minim amount need train logist countri world war abl sustain peac
12051,"But that's how we're going to win the peace, by rapidly training the Iraqis themselves.",-1,go win peac rapidli train iraqi
12052,"Even the administration has admitted they haven't done the training, because they came back to Congress a few weeks ago and asked for a complete reprogramming of the money.",1,even administr admit done train came back congress week ago ask complet reprogram money
12053,"Now what greater admission is there, 16 months afterwards.",-1,greater admiss 16 month afterward
12054,"""Oops, we haven't done the job.",-1,oop done job
12055,We have to start to spend the money now.,-1,start spend money
12056,"Will you guys give us permission to shift it over into training?""",-1,guy give us permiss shift train
12057,"There are 100,000 troops trained, police, guard, special units, border patrol.",1,100 000 troop train polic guard special unit border patrol
12058,"There's going to be 125,000 trained by the end of this year.",1,go 125 000 train end year
12059,"Yes, we're getting the job done.",0,ye get job done
12060,"Everybody knows it's hard work, because there's a determined enemy that's trying to defeat us.",-1,everybodi know hard work determin enemi tri defeat us
12061,"Now, my opponent says he's going to try to change the dynamics on the ground.",0,oppon say go tri chang dynam ground
12062,"Well, Prime Minister Allawi was here.",0,well prime minist allawi
12063,He is the leader of that country.,0,leader countri
12064,"When he came, after giving a speech to the Congress, my opponent questioned his credibility.",0,came give speech congress oppon question credibl
12065,You can't change the dynamics on the ground if you've criticized the brave leader of Iraq.,-1,chang dynam ground critic brave leader iraq
12066,One of his campaign people alleged that Prime Minister Allawi was like a puppet.,0,one campaign peopl alleg prime minist allawi like puppet
12067,"That's no way to treat somebody who's courageous and brave, that is trying to lead his country forward.",-1,way treat somebodi courag brave tri lead countri forward
12068,"The way to make sure that we succeed is to send consistent, sound messages to the Iraqi people that when we give our word, we will keep our word, that we stand with you, that we believe you want to be free.",-1,way make sure succeed send consist sound messag iraqi peopl give word keep word stand believ want free
12069,"I believe that 25 million people, the vast majority, long to have elections.",-1,believ 25 million peopl vast major long elect
12070,"I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom.",-1,reject notion suggest oppon reject notion say muslim free desir freedom
12071,"I disagree, strongly disagree with that.",-1,disagre strongli disagre
12072,I couldn't agree more that the Iraqis want to be free and that they could be free.,-1,could agre iraqi want free could free
12073,"But I think the president, again, still hasn't shown how he's going to go about it the right way.",-1,think presid still shown go go right way
12074,He has more of the same.,-1,
12075,"Now, Prime Minister Allawi came here, and he said the terrorists are pouring over the border.",0,prime minist allawi came said terrorist pour border
12076,"The national intelligence assessment that was given to the president in July said, best-case scenario, more of the same of what we see today; worst-case scenario, civil war.",1,nation intellig assess given presid juli said best case scenario see today worst case scenario civil war
12077,The reason why Prime Minister Allawi said they're coming across the border is because he recognizes that this is a central part of the war on terror.,1,reason prime minist allawi said come across border recogn central part war terror
12078,They're fighting us because they're fighting freedom.,-1,fight us fight freedom
12079,They understand that a free Afghanistan or a free Iraq will be a major defeat for them.,-1,understand free afghanistan free iraq major defeat
12080,And those are the stakes.,-1,stake
12081,And that's why it is essential we not leave.,-1,essenti leav
12082,That's why it's essential we hold the line.,-1,essenti hold line
12083,That's why it's essential we win.,-1,essenti win
12084,Under my leadership we're going to win this war in Iraq.,-1,leadership go win war iraq
12085,I would hope I never have to.,-1,would hope never
12086,I understand how hard it is to commit troops.,-1,understand hard commit troop
12087,Never wanted to commit troops.,-1,never want commit troop
12088,"When I was running -- when we had the debate in 2000, never dreamt I'd be doing that.",-1,run debat 2000 never dreamt would
12089,"But the enemy attacked us, Jim, and I have a solemn duty to protect the American people, to do everything I can to protect us.",0,enemi attack us jim solemn duti protect american peopl everyth protect us
12090,"I think that by speaking clearly and doing what we say and not sending mixed messages, it is less likely we'll ever have to use troops.",-1,think speak clearli say send mix messag less like ever use troop
12091,It must -- as a last resort.,-1,must last resort
12092,I was hopeful diplomacy would work in Iraq.,0,hope diplomaci would work iraq
12093,There was no doubt in my mind that Saddam Hussein was hoping that the world would turn a blind eye.,-1,doubt mind saddam hussein hope world would turn blind eye
12094,"And if he had been in power, in other words, if we would have said, ""Let the inspectors work, or let's, you know, hope to talk him out.",-1,power word would said let inspector work let us know hope talk
12095,"Maybe an 18th resolution would work,"" he would have been stronger and tougher, and the world would have been a lot worse off.",-1,mayb 18th resolut would work would stronger tougher world would lot wors
12096,"There's just no doubt in my mind we would rue the day, had Saddam Hussein been in power.",-1,doubt mind would rue day saddam hussein power
12097,"So we use diplomacy every chance we get, believe me.",-1,use diplomaci everi chanc get believ
12098,And I would hope to never have to use force.,-1,would hope never use forc
12099,"But by speaking clearly and sending messages that we mean what we say, we've affected the world in a positive way.",-1,speak clearli send messag mean say affect world posit way
12100,Libya is now peacefully dismantling its weapons programs.,1,libya peac dismantl weapon program
12101,Libya understood that America and others will enforce doctrine and that the world is better for it.,-1,libya understood america other enforc doctrin world better
12102,"So to answer your question, I would hope we never have to.",-1,answer question would hope never
12103,"I think by acting firmly and decisively, it will mean it is less likely we have to use force.",-1,think act firmli decis mean less like use forc
12104,"Jim, the president just said something extraordinarily revealing and frankly very important in this debate.",-1,jim presid said someth extraordinarili reveal frankli import debat
12105,"In answer to your question about Iraq and sending people into Iraq, he just said, ""The enemy attacked us.""",0,answer question iraq send peopl iraq said enemi attack us
12106,Saddam Hussein didn't attack us.,1,saddam hussein attack us
12107,Osama bin Laden attacked us.,1,osama bin laden attack us
12108,"And when we had Osama bin Laden cornered in the mountains of Tora Bora, 1,000 of his cohorts with him in those mountains.",1,osama bin laden corner mountain tora bora 1 000 cohort mountain
12109,"With the American military forces nearby and in the field, we didn't use the best trained troops in the world to go kill the world's number one criminal and terrorist.",0,american militari forc nearbi field use best train troop world go kill world number one crimin terrorist
12110,"They outsourced the job to Afghan warlords, who only a week earlier had been on the other side fighting against us, neither of whom trusted each other.",1,outsourc job afghan warlord week earlier side fight us neither trust
12111,That's the enemy that attacked us.,0,enemi attack us
12112,That's the enemy that was allowed to walk out of those mountains.,-1,enemi allow walk mountain
12113,"That's the enemy that is now in 60 countries, with stronger recruits.",1,enemi 60 countri stronger recruit
12114,He also said Saddam Hussein would have been stronger.,1,also said saddam hussein would stronger
12115,That is just factually incorrect.,1,factual incorrect
12116,Two-thirds of the country was a no-fly zone when we started this war.,1,two third countri fli zone start war
12117,We would have had sanctions.,-1,would sanction
12118,We would have had the U.N. inspectors.,-1,would n inspector
12119,Saddam Hussein would have been continually weakening.,-1,saddam hussein would continu weaken
12120,"If the president had shown the patience to go through another round of resolution, to sit down with those leaders, say, ""What do you need, what do you need now, how much more will it take to get you to join us?""",-1,presid shown patienc go anoth round resolut sit leader say need need much take get join us
12121,we'd be in a stronger place today.,-1,would stronger place today
12122,"First of all, of course I know Osama bin Laden attacked us.",-1,first cours know osama bin laden attack us
12123,"And secondly, to think that another round of resolutions would have caused Saddam Hussein to disarm, disclose, is ludicrous, in my judgment.",-1,secondli think anoth round resolut would caus saddam hussein disarm disclos ludicr judgment
12124,It just shows a significant difference of opinion.,-1,show signific differ opinion
12125,He was hoping to turn a blind eye.,-1,hope turn blind eye
12126,"And, yes, he would have been stronger had we not dealt with him.",-1,ye would stronger dealt
12127,"He had the capability of making weapons, and he would have made weapons.",-1,capabl make weapon would made weapon
12128,Thirty-five to forty countries in the world had a greater capability of making weapons at the moment the president invaded than Saddam Hussein.,1,thirti five forti countri world greater capabl make weapon moment presid invad saddam hussein
12129,"And while he's been diverted, with 9 out of 10 active duty divisions of our Army, either going to Iraq, coming back from Iraq, or getting ready to go, North Korea's gotten nuclear weapons and the world is more dangerous.",1,divert 9 10 activ duti divis armi either go iraq come back iraq get readi go north korea gotten nuclear weapon world danger
12130,Iran is moving toward nuclear weapons and the world is more dangerous.,0,iran move toward nuclear weapon world danger
12131,The world is more dangerous.,-1,world danger
12132,I'd have made a better choice.,-1,would made better choic
12133,"The president always has the right, and always has had the right, for preemptive strike.",1,presid alway right alway right preemptiv strike
12134,That was a great doctrine throughout the Cold War.,-1,great doctrin throughout cold war
12135,And it was always one of the things we argued about with respect to arms control.,-1,alway one thing argu respect arm control
12136,"No president, through all of American history, has ever ceded, and nor would I, the right to preempt in any way necessary to protect the United States of America.",1,presid american histori ever cede would right preempt way necessari protect unit state america
12137,"But if and when you do it, Jim, you have to do it in a way that passes the test, that passes the global test where your countrymen, your people understand fully why you're doing what you're doing and you can prove to the world that you did it for legitimate reasons.",-1,jim way pass test pass global test countrymen peopl understand fulli prove world legitim reason
12138,Here we have our own secretary of state who has had to apologize to the world for the presentation he made to the United Nations.,1,secretari state apolog world present made unit nation
12139,"I mean, we can remember when President Kennedy in the Cuban missile crisis sent his secretary of state to Paris to meet with DeGaulle.",0,mean rememb presid kennedi cuban missil crisi sent secretari state pari meet degaul
12140,"And in the middle of the discussion, to tell them about the missiles in Cuba, he said, ""Here, let me show you the photos.""",0,middl discuss tell missil cuba said let show photo
12141,"And DeGaulle waved them off and said, ""No, no, no, no.",0,degaul wave said
12142,"The word of the president of the United States is good enough for me.""",-1,word presid unit state good enough
12143,"How many leaders in the world today would respond to us, as a result of what we've done, in that way?",-1,mani leader world today would respond us result done way
12144,So what is at test here is the credibility of the United States of America and how we lead the world.,-1,test credibl unit state america lead world
12145,And Iran and Iraq are now more dangerous -- Iran and North Korea are now more dangerous.,-1,iran iraq danger iran north korea danger
12146,"Now, whether preemption is ultimately what has to happen, I don't know yet.",-1,whether preemption ultim happen know yet
12147,"But I'll tell you this: As president, I'll never take my eye off that ball.",-1,tell presid never take eye ball
12148,I've been fighting for proliferation the entire time -- anti-proliferation the entire time I've been in the Congress.,1,fight prolifer entir time anti prolifer entir time congress
12149,And we've watched this president actually turn away from some of the treaties that were on the table.,0,watch presid actual turn away treati tabl
12150,"You don't help yourself with other nations when you turn away from the global warming treaty, for instance, or when you refuse to deal at length with the United Nations.",-1,help nation turn away global warm treati instanc refus deal length unit nation
12151,You have to earn that respect.,-1,earn respect
12152,And I think we have a lot of earning back to do.,-1,think lot earn back
12153,"Let me -- I'm not exactly sure what you mean, ""passes the global test,"" you take preemptive action if you pass a global test.",-1,let exactli sure mean pass global test take preemptiv action pass global test
12154,"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.",-1,attitud take preemptiv action order protect american peopl act order make countri secur
12155,My opponent talks about me not signing certain treaties.,0,oppon talk sign certain treati
12156,"Let me tell you one thing I didn't sign, and I think it shows the difference of our opinion -- the difference of opinions.",-1,let tell one thing sign think show differ opinion differ opinion
12157,"And that is, I wouldn't join the International Criminal Court.",-1,would join intern crimin court
12158,This is a body based in The Hague where unaccountable judges and prosecutors can pull our troops or diplomats up for trial.,1,bodi base hagu unaccount judg prosecutor pull troop diplomat trial
12159,And I wouldn't join it.,-1,would join
12160,And I understand that in certain capitals around the world that that wasn't a popular move.,-1,understand certain capit around world popular move
