Sentence_id,Text,Verdict
12486,"If you made 25,000 as the original proposal, you got your Social Security taxes increased.",1
12487,"We had a BTU tax we turned into a $35 million gas tax, a $265 billion tax increase.",1
12488,I guess I rely more on the individual.,-1
12489,I carry a little card in my pocket called the Tenth Amendment.,0
12490,"Where possible, I want to give power back to the states and back to the people.",-1
12491,That's my difference with the President.,-1
12492,We'll have specific differences later.,-1
12493,"He noted a few, but there are others.",-1
12494,We've done a lot to give the people more powers to make their own decisions over their own lives.,1
12495,"But I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries.",-1
12496,"I think we were right to pass the Kassebaum-Kennedy bill, which says you can't lose your health insurance just because you change jobs or because someone in your family's been sick.",1
12497,Our government is smaller and less bureaucratic and has given more authority to the states than its two predecessors under Republican presidents.,1
12498,But I do believe we have to help our people get ready to succeed in the 21st Century.,-1
12499,"Well, he's better off than he was four years ago.",1
12500,"And I may be better off four years from now, but I don't know.",-1
12501,I looked at the slowest growth in the century.,1
12502,"He inherited a growth of 4.7 4.8 percent, now it's down to about 2.4 percent.",1
12503,We're going to pass a million bankruptcies this year for the first time in history.,1
12504,"In fact, women's wages have dropped 2.2 percent.",1
12505,"Men's wages haven't gone up, gone down.",1
12506,We have the highest foreign debt in history.,1
12507,"And it seems to me that if you take a look, are you better off?",-1
12508,"Well, I guess some may be better off.",-1
12509,Saddam Hussein is probably better off than he was four years ago.,-1
12510,Renee Proval (ph) is probably better off than he was four years ago.,-1
12511,But are the American people?,-1
12512,They're working harder and higher and harder paying more taxes.,1
12513,"For the first time in history, you pay about 40 percent of what you earn.",1
12514,"More than you spend for food, clothing and shelter combined for taxes under this administration.",1
12515,So some may be better off.,-1
12516,They talk about family income being up.,-1
12517,"That's not true in Connecticut, family income is down.",1
12518,And it's up in some cases because both parents are working.,0
12519,"One works for the family, and one works to pay taxes for the government.",-1
12520,"We're going to give them tax cuts so they can spend more time with their children, maybe even take a vacation.",-1
12521,That's what America is all about.,-1
12522,"Well, let me say, first of all, in February Senator Dole acknowledged that the American economy was in the best shape it's been in in 30 years.",1
12523,"We have ten and a half million more jobs, a faster job growth rate than under any Republican administration since the 1920s.",1
12524,Wages are goings up for the first time in a decade.,1
12525,We have record numbers of new small businesses.,1
12526,We have the biggest drop in the number of people in poverty in 27 years.,1
12527,All groups of people are growing.,0
12528,We had the biggest drop in income inequality in 27 years in 1995.,1
12529,The average family's income has gone up over $1600 just since our economic plan passed.,1
12530,So I think it's clear that we're better off than we were four years ago.,-1
12531,Now we need to focus on what do we need to do to be better off still.,-1
12532,"How can we help people as we are to get their retirements when they work for small businesses, to be able to afford health insurance, to be able to educate their children.",-1
12533,That's what I want to focus on.,-1
12534,"But we are clearly better off than we were four years ago, as Senator Dole acknowledged this year.",0
12535,I doubt that I acknowledged that this year.,-1
12536,"But in any event, I think we just look at the facts.",-1
12537,"We ask the people that are viewing tonight, are you better off than you were four years ago.",-1
12538,"It's not whether we're better off, it's whether they're better off.",-1
12539,"Are you working harder to put food on the table, feed your children.",-1
12540,Are your children getting a better education.,-1
12541,Drug use has doubled the past 44 months all across America.,1
12542,"Crime has gone down but it's because the mayors like Rudy Giuliani where one third of the drop happened in one city, New York City.",1
12543,"So, yes, some may be better off.",-1
12544,"But of the people listening tonight, the working families who will benefit from economic packages, they'll be better off when Bob Dole is president and Jack Kemp is vice president.",-1
12545,Let's look at the position.,-1
12546,"First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.",1
12547,"He said he did the right thing then, he knew it wouldn't work at the time.",0
12548,"Then his budget that he passed along with Speaker Gingrich cut Medicare $270 billion, more than was necessary to repair the Medicare trust fund.",1
12549,It would have charged seniors more for out-of-pocket costs as well as more in premiums because doctors could have charged them more.,1
12550,"The American Medical, Hospital Association, the Nurses Association, the Catholic Hospital Association all said hundreds of hospitals could close and people would be hurt badly under the Dole-Gingrich Medicare plan that I vetoed.",1
12551,"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.",1
12552,"Now, my balanced budget plan adds ten years to the life of the Medicare trust fund, ten years.",1
12553,And we'll have time to deal with the long-term problems of the baby boomers.,-1
12554,But it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine.,-1
12555,"We always had to reform it over the years, but we need somebody who believes it in to reform it.",-1
12556,"Well, I must say, I look back at the vote on Medicare in 1965, we had a program called Eldercare that also provided drugs and means tests to people who needed medical attention received it.",1
12557,I thought it was a good program.,-1
12558,But I've supported Medicare ever since.,1
12559,"In fact, I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it.",0
12560,I wouldn't violate anything my mother said.,-1
12561,"In fact, we had a conversation about our mothers one day, a very poignant conversation in the White House.",0
12562,"I've had the best healthcare from government hospitals, Army hospitals and I know its importance, but we've got to fix it.",-1
12563,"It's his trustees, the President's trustees, not mine, who says it's going to go broke.",-1
12564,He doesn't fix it for ten years.,1
12565,"We ought to appoint a commission, just as we did in Social Security in 1983, when we rescued Social Security, and I was proud to be on that commission, along with Claude Pepper, the champion of senior citizens from Florida.",1
12566,"And we can do it again, if we take politics out of it.",-1
12567,"Stop scaring the seniors, Mr. President.",-1
12568,You've already spent $45 million scaring seniors and tearing me apart.,1
12569,I think it's time to have a truce.,-1
12570,"Well, let me say, first of all, I'd be happy to have a commission deal with this and I appreciate what Senator Dole did on the '83 Social Security commission.",-1
12571,"But it won't be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D'Amato, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.",1
12572,I vetoed that bill because it cut more Medicare and and basically ran the risk of breaking up the system.,1
12573,My balanced budget plan puts ten years on the Medicare.,1
12574,"We ought to do that, then we can have a commission.",-1
12575,"And so will the former President, yes.",-1
12576,"Well, the people need it, that's the point.",-1
12577,This is not a Wall Street tax cut.,-1
12578,This is a family tax cut.,0
12579,"This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.",1
12580,"Now, maybe to some in this Bushnell Memorial that it's not a lot of money, but people watching tonight with a couple of kids, a working family, that's four or five months of day care, maybe a personal computer; it's may be three or four months of mortgage payments.",0
12581,This economic package is about families but it's a six-point package.,0
12582,"First of all, it's a balanced budget amendment to the Constitution which President Clinton defeated.",1
12583,"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",1
12584,It's balancing a budget by the year 2002.,-1
12585,"It's a tax cut, cutting capital gains 50 percent.",1
12586,So you can go out and create more jobs and more opportunities.,-1
12587,It's a state tax relief.,1
12588,It's a $500 per child tax credit.,1
12589,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.",1
12590,"In fact, when I fell off the podium in Chico, before I lit the ground, hit the ground I had call on my cell phone from a trial lawyer saying I think we've got a case here.",0
12591,And it's also regulatory reform.,-1
12592,"It's a good package, Mr. President.",-1
12593,We'd like to have your support.,-1
12594,"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",1
12595,"It's a $550 billion tax scheme that will cause a big hole in the deficit which will raise interest rates and slow down the economy and cause people to pay more for home mortgages, car payments, credit card payments, college loans, and small business loans.",1
12596,It's not good to raise the deficit.,-1
12597,We worked too hard to lower it.,-1
12598,"It will actually raise taxes on nine million people and, in addition to that, it will force bigger cuts in Medicare, Medicaid, education and the environment than the ones that he and Mr. Gingrich passed that I vetoed last year.",1
12599,"So it sounds great, but our targeted tax cut for education, child rearing, healthcare and home buying, which is paid for in my balanced budget plan, something that he has not done, certified by the Congressional budget office, that's the right way to go.",-1
12600,The President wants to increase spending 20 percent over the next six years.,1
12601,"I want to increase spending 14 percent, that's how simple it is.",-1
12602,I want the government to pinch pennies for a change instead of the American families.,-1
12603,"We're talking about six percentage points over six years, and with that money you give it back to the working people.",1
12604,You also provide opportunity scholarships so low income parents will have the same choice that others have in sending their children to better schools.,-1
12605,"It will work, and when it does work, Mr. President, I know you'll congratulate me.",-1
12606,"Well, I try to articulate my positions as clearly as possible, tell people what I stand for and let them decide whether they're going to support me or not.",-1
12607,The Senator mentioned the trial lawyers.,0
12608,"In the case of the product liability bill, which they passed and I vetoed, I think that's what he's talking about, I actually wanted to sign that bill.",1
12609,And I told the people exactly what the Congress exactly what kind of bill I would sign.,0
12610,"Now, a lot of the trial lawyers didn't want me to sign any bill at all, but I had thought we ought to do what we could to cut frivolous lawsuits, but they wouldn't make some of the changes that I thought should be made.",-1
12611,"Now, let me just give you an example.",-1
12612,"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus.",1
12613,The drunk driver had no money.,0
12614,"Under the new bill, if I had signed it, a person like that could never have had any recovery.",1
12615,I thought that was wrong.,-1
12616,"So I gave four or five specific examples to the Congress and said, prove to me that these people could recover but we're going to eliminate frivolous lawsuits, I'll sign the bill.",0
12617,But generally I believe that a president has to be willing to do what he thinks is right.,-1
12618,I've done a lot of things that were controversial.,0
12619,"My economic plan, my trade position, Bosnia, Haiti, taking on the NRA for the first time, taking on the tobacco companies for the first time.",1
12620,Sometimes you just have to do that because you know it's right for the country over the long run.,-1
12621,That's what I've tried to do and that's what I will continue to do as president.,-1
12622,How does he avoid conflict?,-1
12623,"Well, I don't know in the case of the trial lawyers.",-1
12624,"I look at the trial lawyers, and when you're a few million short, you run out to Hollywood and pick up two to four million and organized labor comes to Washington, D.C. and puts 35 million into the pot.",-1
12625,"Now, if these aren't special interests, I've got a lot to learn.",-1
12626,I was there for a while before I left on June the 11th.,0
12627,"The trial lawyers and I don't -- you know, my wife's a lawyer.",0
12628,We're the only two lawyers in Washington that trust each other.,-1
12629,"But we're lawyers, I like lawyers.",0
12630,I don't dislike trial lawyers.,-1
12631,But it seemed to me there's got to be some end to the frivolous lawsuits and there's got to be some cap on punitive damage.,-1
12632,You're putting a lot of business people out of business.,-1
12633,"Small businessmen and businesswomen who paid 70 percent of your ninteen , your$265 billion tax increase, the largest tax increase in the history of America.",1
12634,"I said that one day and Pat Moynihan, a Democrat, say, no, he said, in the history of the world.",0
12635,"So I modified it, the largest tax increase in the history of the world.",1
12636,"And it seems to me that there is a problem there, Mr. President.",-1
12637,And I will address you as Mr. President.,-1
12638,You didn't do that with Mr. with President Bush in 1992.,1
12639,"Let me say, first of all, I signed a tort reform bill that dealt with civilian aviation a couple of years ago.",1
12640,I proved that I will sign reasonable tort reform.,-1
12641,"Secondly, Senator Dole had some pretty harsh comments about special interest money, but it wasn't me who opposed what we tried to do to save the lives of children who were subject to tobacco and then went to the tobacco growers and bragged about standing up for the Federal government when we tried to stop the advertising, marketing, and sales of tobacco to children.",1
12642,"And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws.",1
12643,"That's what Speaker Gingrich and Senator Dole did, not me.",1
12644,So I believe that we should take a different approach to this and talk about how we stand on the issues instead of trying to characterize each other's motivations.,-1
12645,I think Senator Dole and I just honestly disagree.,-1
12646,I think it's very difficult.,-1
12647,Let's be honest about it.,-1
12648,That's why we need campaign finance reform.,-1
12649,That's why I reach out to the Perot voters.,-1
12650,"We've done about all, we are the reform party, the Republican Party.",-1
12651,And the Perot voters that are looking for a home ought to take a look at the Republican record.,-1
12652,"Whatever it is, whatever the checklist was in '92, it's all done with campaign finance reform.",1
12653,"I worked with Senator Mitchell, who played me, I guess, in the debate warmup.",0
12654,We tried six or eight years ago.,1
12655,"He appointed three people, I appointed three people to get campaign finance reform.",1
12656,"We couldn't get it done, because I wasn't enforceable.",-1
12657,"You've suggested a commission, Newt Gingrich did, I suggested that at least four or five years ago.",1
12658,We have a commission on campaign finance reform.,0
12659,"They send it to Congress, and we have to vote it up or down.",0
12660,"We are never going to fix it by the parties, because Democrats want a better advantage for themselves, we want a better advantage as Republicans, and that's not how it's going to work.",-1
12661,But I want to touch on this is tobacco thing.,-1
12662,I know the President's been puffing a lot on that.,-1
12663,But I want to go back to 1965.,-1
12664,That was my first vote against tobacco companies when I said we ought to label cigarettes.,1
12665,And I've had a consistent record ever since 1965.,1
12666,We passed a bill in 1992 that encouraged the states to adopt programs to stop kids from smoking.,1
12667,All 50 states did it.,1
12668,It took three and a half years.,1
12669,"It wasn't until election year, Mr. President, that you ever thought about stopping smoking.",1
12670,"What about drugs that have increased, doubled in the last 44 months?",1
12671,"Cocaine is up 141 percent -- marijuana, cocaine up 166 percent.",1
12672,It seems to me that you have a selective memory.,-1
12673,"You know, mine doesn't work that way.",-1
12674,So I just want to try to correct it as we go along.,-1
12675,"Mr. Lehrer, I hope we'll have a chance to discuss drugs later in the program.",-1
12676,But let me respond to what you said.,-1
12677,I agree that too many incumbent politicians in Washington in both parties have consistently opposed campaign finance reform.,-1
12678,That was certainly the case from the minute I got there.,-1
12679,"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission.",0
12680,"And I shook hands with him on it and I appointed my members, and the commission never met.",1
12681,"And then Senator Dole's ardent supporters, Senator McCain, who's out there today, along with Senator Feingold, supported, sponsored a campaign finance reform proposal.",1
12682,And members of Senator Dole's own party in the Senate killed it.,1
12683,And he was not out there urging them to vote for the McCain-Feingold bill.,0
12684,"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have.",1
12685,"And I hope we can finally get it in the next session of Congress, because we need it badly.",-1
12686,"Well, on campaign reform itself, we're going to get it when we have a bipartisan commission, take it out of politics.",-1
12687,Get people who don't have any interest in politics but understand the issue and let them make the recommendation to Congress.,-1
12688,"Now, we're now kidding anybody, Mr. President.",-1
12689,These are sophisticated people watching tonight.,-1
12690,Millions and millions of Americans.,-1
12691,They know the Republican Party hasn't done it.,-1
12692,They know the Democratic party won't do it.,-1
12693,We ought to agree that somebody else should do it.,-1
12694,"And we have to vote it up or down, Mr. President.",-1
12695,"Well, Jim, I think every American in any position of responsibility should be concerned about what's happened.",-1
12696,But let's look at the overall record.,-1
12697,"Overall in America cocaine use has dropped 30 percent in the last four years, casual drug use down 13 percent.",1
12698,"The tragedy is that our young people are still increasing their use of drugs up to about 11 percent total with marijuana, and I regret it.",1
12699,Let me tell you what I tried to do about it.,-1
12700,I appointed a four-star general who led our efforts south of the border to keep drugs from coming into the country as our nation's drug czar.,1
12701,"The most heavily directed, decorated solder in uniform when he retired.",0
12702,We submitted the biggest drug budget ever.,1
12703,We have dramatically increased control and enforcement at the border.,1
12704,"We supported a a crime bill that had 60 death penalties including, including the death penalty for drug kingpins.",1
12705,And I supported a big expansion in safe and drug-free schools program to support things like the DARE program because I thought all those things were very important.,1
12706,"Do I think that I bear some responsibility for the fact that too many of our children still don't understand drugs are wrong, drugs can kill you.",-1
12707,Even though I have consistently opposed the legalization of drugs all my public life and worked hard against them.,1
12708,I think we all do.,-1
12709,I don't think this issue should be politicized because my record is clear and I don't think Senator Dole supports using using drugs.,-1
12710,"I think we just have to continue to work on this until those who think it isn't dangerous and won't kill them and won't destroy their lives, get the message and change.",-1
12711,"Again, well it's, you are very selective, Mr. President.",-1
12712,"You don't want to politicize drugs, but it's already politicized Medicare, go out and scare senior citizens and other vulnerable groups, veterans and people who get Pell Grants and things like this.",-1
12713,"I mean, you say we've done all these bad things, which isn't the case.",-1
12714,But it seems to me the record is clear.,-1
12715,"The record is pretty clear in Arkansas, when you were governor.",1
12716,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,1
12717,But here you cut the drug czar's office 83 percent.,1
12718,"I mean that's what, I want to stop it from coming across the border.",-1
12719,"And in my administration, we're going to train the National Guard to stop it from coming across the border.",-1
12720,This is a invasion of drugs from all over the world.,-1
12721,And we have a responsibility.,-1
12722,You had a surgeon -- or before General McCaffrey (ph) you had a lady who said we ought to consider legalizing drugs.,1
12723,Is that the kind of leadership we need?,-1
12724,And I won't comment on other things that happened in your administration or your past about drugs.,-1
12725,"But it seems to me the kids ought to -- if they've started, they ought to stop and just don't do it.",-1
12726,"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.",1
12727,That's what I thought we ought to do.,-1
12728,"Secondly, Senator Dole, you voted against the crime bill that had the death penalty for drug kingpins in it.",1
12729,And you voted to cut services to 23 million school children under the safe and drug-free schools act.,1
12730,I don't think that means you're soft on drugs.,-1
12731,We just have a different approach.,-1
12732,"But let me remind you, my family has suffered from drug abuse.",0
12733,"I know what it's like to see somebody you love nearly lose their lives, and I hate drugs, Senator.",-1
12734,We need to do this together and we can.,-1
12735,Not if I didn't have a better idea.,-1
12736,But I've got a better idea.,-1
12737,It's something I've worked on for 15 years.,0
12738,It's called the automated check or the instant check.,0
12739,It's being used in 17 states right now.,1
12740,"States like Florida, Colorado, Virginia, and other states.",-1
12741,You don't buy any gun.,-1
12742,You don't get any gun.,-1
12743,"We've got 20 million names on a computer in Washington, D.C. of people who should not have guns.",1
12744,We ought to keep guns out of the hands of criminals.,-1
12745,"And, there are eight other categories that should not have guns.",-1
12746,"I've been working on this for a long, long time.",0
12747,"You walk in, you put your little card in there.",-1
12748,"If it says tilt, you don't get any gun.",-1
12749,"You don't get a hand gun, you don't get a rifle, you don't get a shot gun, you get zippo.",-1
12750,"If we're going to protect American children and American families and people who live as prisoners in their own home, we've got to stop guns from being dumped on the street.",-1
12751,The administration says they support the instant check.,1
12752,"They've appropriated about $200 million, but only spent about $3 million to get it underway.",1
12753,"In our administration, in my administration, we will expedite.",-1
12754,This keeps up with technology.,-1
12755,It keeps guns out of the hands of people who should not have guns.,1
12756,That is the bottom line.,-1
12757,"And I believe it's a good idea, has strong bipartisan support.",-1
12758,And perhaps that's another thing we can depoliticize.,-1
12759,You talk about the Brady Bill.,-1
12760,There has only been one prosecution under the Brady -- only one under the assault weapon ban and only seven under the Brady Bill that you talk about all the time.,1
12761,"And on the assault weapon ban, out of 17 weapons that were banned, only six banned now because eleven have been modified and are back on the street.",1
12762,Let's get together on this instant check because that will really make a difference.,-1
12763,"Let me say, first of all, Senator Dole has gone back and forth about whether he'd be for repealing the Brady Bill or repealing the assault weapons ban.",1
12764,"And I think his present position is he would not do so, and if that's true I'm grateful for it.",-1
12765,But let's look at the facts here.,-1
12766,"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns.",1
12767,Senator Dole led the fight against the Brady Bill.,1
12768,He tried to keep it from coming to my desk.,1
12769,He didn't succeed and I signed it and I'm glad I did.,1
12770,"Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill.",1
12771,But two years later nobody's lost their handguns.,1
12772,We've expanded the Brady Bill to cover people who beat up their spouses and their kids.,1
12773,And this is a safer country.,-1
12774,"So I'm glad I took on that fight and I believe, with all respect, I was right and he was wrong.",-1
12775,"Well, the President doesn't have it quite right.",-1
12776,"I mean, it seemed to me at the time the assault weapon ban was not effective.",-1
12777,I told the NRA that's history.,0
12778,You're not going to worry about it anymore.,-1
12779,I'm not going to worry about it anymore.,-1
12780,"Let's stop, you know, playing the political game, Mr. President.",-1
12781,Talking about this and this.,-1
12782,"You add all the states that've used the instant check and how many weapons they keep, kept out of the hands of criminals.",-1
12783,It would far surpass the numbers you mentioned.,1
12784,"So in my view, if you want to be protected, you ought to vote for Bob Dole and we'll get the instant check passed and we'll keep guns out of the hands of criminals.",-1
12785,"If he, that's what he said, he's not right about that.",0
12786,Look at where we are today.,-1
12787,The United States is still the indispensable nation in the aftermath of the Cold War and on the brink of the 21st Century.,-1
12788,"I have worked to support our country as the world's strongest force for peace and freedom, prosperity and security.",-1
12789,"We have done the following things: Number one, we've managed the aftermath of the Cold War, supporting a big drop in nuclear weapons in Russia.",1
12790,The removal of Russian troops from the Baltics.,-1
12791,The integration of Central and Eastern European democracies into a new partnership with NATO.,1
12792,"And, I might add, with the democratic Russia.",1
12793,There are no nuclear missiles pointed at the children of the United States tonight and have not been in our administration for the first time since the dawn of the nuclear age.,1
12794,We have worked hard for peace and freedom.,-1
12795,"When I took office, Haiti was governed by a dictator that had defied the United States.",0
12796,"When I took office, the worst war in Europe was waging in Bosnia.",1
12797,Now there is a the democratically elected president in Haiti.,1
12798,We just had the election there.,0
12799,"We've made progress in Northern Ireland, in the Middle East.",1
12800,We've also stood up to the new threats of terrorism.,-1
12801,"The proliferation of weapons of mass destruction, organized crime, and we have worked hard to expand America's economic presence around the world with the biggest increase in trade with the largest new number of trade agreements in history And that's one of the reasons America is number one in auto production again.",1
12802,"Well, I have a different view.",-1
12803,"Again, IÃ¢â‚¬â„¢ve supported the President on Bosnia, and I think we were told the troops would be out in a year.",1
12804,Now I understand it's been extended 'til some time next year.,1
12805,"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.",1
12806,"They didn't have the weapons, they didn't have the tanks.",1
12807,They asked for the tanks.,1
12808,They didn't get the tanks from this administration because we were nation building.,1
12809,We turn it over to the United Nations.,1
12810,The President didn't have much to do about it.,-1
12811,"You look at Haiti, where we spend about three billion dollars and we got an alarm call there about two weeks ago.",1
12812,"You got to send down some more people, because the president's found out there are death squads on his on his, in his own property.",1
12813,So we need more protection from America.,-1
12814,There's no ceasefire in Bosnia.,1
12815,I think there are still lot of problems in Bosnia.,-1
12816,"We agreed to train and arm the Muslims so they could defend themselves, the policy you had when you ran in 1992.",1
12817,"We're way behind, which means Americans can't come home.",-1
12818,"Americans shouldn't have gone there in the first place, had we let them defend themselves, as they have a right to do under Article 57 of the United Nations charter.",1
12819,"First of all, I take full responsibility for what happened in Somalia, but the American people must remember that those soldiers were under an American commander when that happened.",-1
12820,"I believe they did the best they could under the circumstances, and let's not forget that hundreds of thousands of lives were saved there.",1
12821,"Secondly, in Haiti, political violence is much, much smaller than it was.",1
12822,"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",1
12823,And institutions are beginning to function.,0
12824,"In Northern Ireland, in the Middle East we are better off than we were four years ago.",1
12825,There will always be problems in this whole world.,-1
12826,"But if we're moving in the right direction and America is leading, we're better off.",-1
12827,"Well it, after World War I, we had, you know, a policy of disengagement.",1
12828,Then from World War I to World War II we had sort of a compulsory engagement policy.,0
12829,Now I think we have a selective engagement policy.,-1
12830,"We have to determine when our interests are involved, not the United Nations' interests.",-1
12831,"And many of the things the President talked about, he turned over to the United Nations.",-1
12832,He's deployed more troops than any president in history around the world.,1
12833,It's cost us billions and billions of dollars for peace-keeping operations.,1
12834,"And it seems to me that when you make a decision, the decision is made by the President of the United States, by the Commander-in-Chief.",0
12835,He makes that decision when he commits young men or young women who are going to go round and defend our liberty and our freedom.,-1
12836,That would be my position.,-1
12837,"Then I'm going to have a top down review at the Pentagon, not a bottom up review.",-1
12838,We all fight over how much money is there.,-1
12839,"I want a top down review to determine what our priorities are and what we should do in defense, and then follow that policy instead of this bottom up review with all the services fighting for the money.",-1
12840,"You know, the President said he was going to cut defense $60 billion, he cut defense $112 billion.",1
12841,Devastated states like California and others.,-1
12842,And I think now we've got a problem.,-1
12843,We've got to go back and look.,-1
12844,"It's just like you said in Texas one day, you know raised taxes too much, and you did, and you cut defense too much, Mr. President, and you did.",0
12845,"You may have said that, too.",-1
12846,"But the bottom line is, we are the strongest nation in the world.",-1
12847,"We provide the leadership and we're going to have to continue to provide the leadership, but let's do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations.",-1
12848,Our military is the strongest military in the world.,-1
12849,"It is the strongest, best prepared, best equipped it has ever been.",-1
12850,There is very little difference in the budget that I proposed and the Republican budget over the next six-year period.,1
12851,We are spending a lot of money to modernize our weapons system.,-1
12852,"I have proposed a lot of new investments to improve the quality of life for our soldiers, for our men and women in uniform, for their families, for their training.",1
12853,That is my solemn obligation.,-1
12854,You ask when do you decide to deploy them.,-1
12855,The interests of the American people must be at stake.,-1
12856,Our values must be at stake.,-1
12857,We have to be able to make a difference.,-1
12858,And frankly we have to consider what the risks are to our young men and women in uniform.,-1
12859,"But I believe the evidence is that our deployments have been successful, in Haiti, in Bosnia, when we moved to Kuwait to repel Saddam Hussein's threatened invasion of Kuwait.",1
12860,When I have sent the fleet into the Taiwan straits.,-1
12861,When we've worked hard to end the Northern Korean nuclear threat.,-1
12862,"I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.",-1
12863,"Well I failed to mention North Korea and Cuba, a while ago.",0
12864,You look at North Korea where they have enough plutonium to build six nuclear bombs.,1
12865,"We've sort of distanced ourselves from our ally, South Korea.",-1
12866,"They lost about a million people in the war, the Korean War, the forgotten war.",1
12867,We shouldn't be doing any favors for North Korea.,-1
12868,We don't have any inspection.,0
12869,"We don't know whether it's going to work or not, but we keep giving the incentives.",-1
12870,Someone called them something else.,-1
12871,We don't know what's going to happen.,-1
12872,"Here we have Cuba 90 miles from our shores, and what have we done, we passed the law that gave people a right to sue and the President postponed it for six months.",1
12873,"And it seemed to me if you want to send a signal, you've got to send a signal, Mr. President.",-1
12874,"The sooner the better off we'll be, if you put tougher sanctions on Castro, not try to make it easier for him.",-1
12875,"Well, first of all, for the last four years we have worked had to put more and more pressure on the Castro government to bring about more openness and move toward democracy.",-1
12876,"In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously.",1
12877,"We made the embargo tougher but we increased contacts people to people with the Cubans, including direct telephone service, which was largely supported by the Cuban-American community.",1
12878,Then Cuba shot down two of our planes and murdered four people in international air space.,1
12879,"They were completely beyond the pale of the law, and I signed the Helms-Burton legislation.",0
12880,"I did give about six months before the effective date of the act before lawsuits can actually be filed, even though they're effective now, and can be legally binding, because I want to change Cuba.",1
12881,And the United States needs help from other countries.,-1
12882,Nobody in the world agrees with our policy on Cuba now.,-1
12883,But this law can be used as leverage to get other countries to help us to move Cuba to democracy.,-1
12884,"Every single country in Latin America, Central America and the Caribbean is a democracy tonight but Cuba.",1
12885,"And if we stay firm and strong, we will be able to bring Cuba around as well.",-1
12886,That's the point I made.,-1
12887,We have to be firm and strong.,-1
12888,And I hope that will happen.,-1
12889,It will happen starting next January and maybe it can happen the balance of this year.,-1
12890,We have not been firm and strong.,-1
12891,You look at the poor people who still live in Cuba.,-1
12892,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,1
12893,"In my view, the policy has failed.",-1
12894,"So Congress passes the law, the President signs it, like he does a lot of things.",0
12895,"But he, like welfare reform, I'm going to sign it but I'm going to try to change it next year.",-1
12896,"A lot of these election-year conversions, the President talks about the drug money, and all the other things, all this antismoking campaign all happened in 1996.",1
12897,And I think the people viewing out there ought to go back and take a look at the record when he fought a balanced budget amendment.,-1
12898,When he gave you that biggest tax increase in history; when he tried to take over your healthcare system.,1
12899,"When he fought regulatory reform that cost the average family 6 to $7,000 a year.",1
12900,This is a serious business.,-1
12901,"It's about your family; it's about your business, and in this case it's about a firmer policy with Cuba.",-1
12902,There were several off-the-subject quaffers in that litany.,0
12903,"Let me just mention, Senator Dole voted for $900 billion in tax increases.",1
12904,His running mate Jack Kemp once said that Bob Dole never met a tax he didn't hike.,1
12905,So we ought to at least get the facts out here on the table so we can know where to go from here.,-1
12906,Let me first answer that question about the 1982 tax cut.,-1
12907,"We were closing loopholes, we were going after big corporations.",0
12908,"I know you probably would oppose it, Mr. President, but I think we should have a fairer system and a flatter system, and we'll have a fairer and flatter system and we're going to make the economic package work.",-1
12909,"Well, we finally passed the Kassebaum bill.",0
12910,The President was opposed to it in 1993.,1
